ID,GENDER,AGE,MARITAL_STATUS,PROFESSION
5878,M,41,Married,Professional
5879,M,41,Married,Professional
5880,F,47,Unspecified,Hospitality
5881,F,32,Married,Executive
5882,F,32,Married,Executive
5883,M,35,Married,Other
5884,M,35,Married,Other
5885,F,30,Married,Other
5886,F,30,Married,Other
5887,F,21,Married,Other
5888,F,21,Married,Other
5889,F,26,Single,Retail
5890,F,21,Single,Other
5891,M,27,Single,Other
5892,M,27,Single,Other
5893,M,28,Single,Other
5894,F,27,Single,Retail
5895,F,22,Single,Professional
5896,F,22,Single,Professional
5897,F,22,Single,Professional
5898,F,22,Single,Professional
5899,F,22,Single,Professional
5900,M,35,Married,Trades
5901,F,53,Married,Other
5902,F,53,Married,Other
5903,M,42,Married,Professional
5904,M,42,Married,Professional
5905,M,42,Married,Professional
5906,F,22,Single,Retail
5907,F,38,Single,Other
5908,F,23,Single,Other
5909,F,23,Single,Other
5910,F,23,Single,Other
5911,F,20,Single,Hospitality
5912,M,43,Married,Other
5913,F,39,Married,Other
5914,M,21,Single,Other
5915,M,32,Single,Other
5916,M,32,Single,Other
5917,M,33,Married,Sales
5918,M,33,Married,Sales
5919,M,24,Single,Sales
5920,M,24,Single,Sales
5921,F,20,Single,Other
5922,F,20,Single,Other
5923,M,28,Single,Professional
5924,M,28,Single,Professional
5925,M,28,Single,Professional
5926,M,28,Single,Professional
5927,F,48,Married,Executive
5928,F,48,Married,Executive
5929,F,45,Married,Professional
5930,F,35,Unspecified,Hospitality
5931,F,35,Unspecified,Hospitality
5932,F,31,Married,Other
5933,F,31,Married,Other
5934,F,36,Married,Other
5935,F,36,Married,Other
5936,M,41,Married,Other
5937,M,35,Married,Sales
5938,M,24,Single,Sales
5939,M,24,Single,Sales
5940,M,46,Married,Professional
5941,M,25,Single,Executive
5942,M,25,Single,Executive
5943,F,25,Single,Retail
5944,F,27,Married,Executive
5945,M,40,Married,Other
5946,F,42,Married,Other
5947,F,42,Married,Other
5948,F,34,Single,Professional
5949,M,35,Married,Other
5950,F,28,Married,Other
5951,F,51,Married,Other
5952,F,51,Married,Other
5953,F,51,Married,Other
5954,M,22,Single,Other
5955,M,58,Married,Other
5956,M,58,Married,Other
5957,F,45,Unspecified,Hospitality
5958,F,45,Unspecified,Hospitality
5959,M,49,Married,Trades
5960,M,49,Married,Trades
5961,M,28,Single,Professional
5962,M,28,Single,Professional
5963,F,44,Married,Other
5964,M,26,Single,Trades
5965,M,26,Single,Trades
5966,F,32,Unspecified,Other
5967,F,32,Unspecified,Other
5968,F,32,Unspecified,Other
5969,F,32,Unspecified,Other
5970,M,31,Married,Executive
5971,M,31,Married,Executive
5972,F,34,Married,Executive
5973,F,34,Married,Executive
5974,F,22,Single,Professional
5975,F,46,Married,Hospitality
5976,F,30,Single,Professional
5977,M,26,Married,Other
5978,M,26,Unspecified,Other
5979,M,25,Single,Student
5980,M,25,Single,Student
5981,M,25,Single,Student
5982,F,25,Single,Student
5983,M,32,Married,Trades
5984,M,32,Married,Trades
5985,F,42,Married,Other
5986,F,36,Married,Executive
5987,F,27,Married,Other
5988,F,27,Married,Other
5989,F,36,Married,Other
5990,F,38,Single,Professional
5991,M,31,Single,Trades
5992,F,27,Single,Sales
5993,F,48,Married,Sales
5994,M,28,Single,Sales
5995,M,28,Single,Sales
5996,M,28,Single,Professional
5997,M,26,Single,Sales
5998,M,21,Single,Student
5999,M,21,Single,Student
6000,M,40,Married,Other
6001,M,32,Married,Sales
6002,M,22,Single,Student
6003,M,36,Single,Executive
6004,M,39,Married,Other
6005,F,20,Single,Other
6006,F,20,Single,Other
6007,F,20,Single,Other
6008,F,24,Single,Professional
6009,F,28,Unspecified,Other
6010,F,23,Single,Retail
6011,M,30,Unspecified,Sales
6012,M,31,Married,Professional
6013,M,37,Married,Other
6014,F,29,Single,Professional
6015,M,40,Married,Trades
6016,M,40,Married,Trades
6017,M,35,Married,Other
6018,M,35,Married,Other
6019,M,55,Married,Other
6020,F,25,Married,Other
6021,F,25,Married,Other
6022,F,22,Single,Student
6023,F,35,Married,Executive
6024,M,32,Married,Professional
6025,M,40,Married,Other
6026,F,44,Married,Other
6027,M,19,Single,Sales
6028,M,19,Single,Sales
6029,M,23,Single,Sales
6030,F,34,Single,Professional
6031,M,18,Single,Student
6032,M,39,Married,Sales
6033,M,39,Married,Sales
6034,F,26,Single,Other
6035,F,26,Single,Other
6036,F,29,Single,Other
6037,F,18,Single,Student
6038,M,41,Married,Professional
6039,M,41,Married,Professional
6040,M,41,Married,Professional
6041,M,32,Married,Other
6042,F,23,Single,Retail
6043,F,29,Single,Other
6044,F,68,Married,Other
6045,M,20,Single,Trades
6046,M,30,Single,Other
6047,M,26,Single,Other
6048,F,28,Single,Other
6049,F,47,Married,Executive
6050,F,47,Married,Executive
6051,F,47,Married,Executive
6052,M,41,Single,Other
6053,M,23,Single,Trades
6054,F,38,Married,Other
6055,F,19,Single,Professional
6056,M,57,Married,Professional
6057,M,57,Married,Professional
6058,M,28,Single,Other
6059,M,22,Single,Other
6060,M,23,Single,Professional
6061,M,23,Single,Professional
6062,M,30,Married,Other
6063,M,30,Married,Other
6064,M,30,Married,Other
6065,F,30,Married,Other
6066,F,33,Married,Executive
6067,F,33,Married,Executive
6068,F,33,Married,Executive
6069,F,31,Married,Hospitality
6070,F,31,Married,Hospitality
6071,F,31,Married,Hospitality
6072,F,31,Married,Hospitality
6073,M,43,Married,Other
6074,M,43,Married,Other
6075,M,21,Single,Retail
6076,M,39,Married,Sales
6077,F,23,Single,Student
6078,F,23,Single,Student
6079,M,22,Single,Other
6080,M,22,Single,Other
6081,F,61,Married,Other
6082,F,26,Single,Professional
6083,F,18,Single,Student
6084,M,35,Married,Sales
6085,M,35,Married,Sales
6086,M,35,Married,Sales
6087,M,28,Single,Sales
6088,M,28,Single,Sales
6089,F,35,Married,Other
6090,F,35,Married,Other
6091,F,30,Married,Other
6092,M,38,Unspecified,Sales
6093,M,38,Unspecified,Sales
6094,M,56,Married,Trades
6095,M,56,Married,Trades
6096,M,56,Married,Trades
6097,F,19,Single,Professional
6098,M,24,Single,Student
6099,F,32,Married,Retail
6100,F,25,Single,Student
6101,M,35,Married,Trades
6102,M,35,Married,Trades
6103,M,20,Single,Retail
6104,M,20,Single,Retail
6105,F,40,Unspecified,Hospitality
6106,F,40,Unspecified,Hospitality
6107,F,40,Unspecified,Hospitality
6108,F,39,Single,Professional
6109,M,42,Married,Trades
6110,F,28,Single,Professional
6111,F,28,Single,Professional
6112,M,37,Married,Other
6113,F,23,Single,Student
6114,F,22,Single,Retail
6115,F,32,Single,Retail
6116,F,48,Married,Executive
6117,F,30,Married,Other
6118,F,30,Married,Other
6119,F,30,Married,Other
6120,M,17,Single,Student
6121,F,36,Married,Other
6122,F,36,Married,Other
6123,F,26,Married,Other
6124,M,38,Married,Professional
6125,M,38,Married,Professional
6126,M,38,Married,Professional
6127,M,38,Married,Professional
6128,M,38,Married,Professional
6129,F,52,Married,Other
6130,M,34,Single,Other
6131,M,34,Single,Other
6132,M,34,Single,Other
6133,M,34,Single,Other
6134,M,34,Single,Other
6135,F,28,Married,Other
6136,F,28,Married,Other
6137,F,26,Single,Student
6138,F,26,Single,Student
6139,M,44,Married,Professional
6140,M,44,Married,Professional
6141,M,28,Single,Executive
6142,F,60,Married,Other
6143,F,23,Married,Retail
6144,F,28,Married,Other
6145,F,28,Married,Other
6146,M,41,Married,Trades
6147,M,41,Married,Trades
6148,M,41,Married,Trades
6149,M,57,Unspecified,Other
6150,M,57,Unspecified,Other
6151,M,35,Married,Executive
6152,F,27,Single,Professional
6153,M,37,Married,Sales
6154,M,42,Married,Executive
6155,M,20,Single,Student
6156,M,20,Single,Student
6157,M,44,Married,Other
6158,F,63,Unspecified,Hospitality
6159,M,34,Single,Other
6160,M,34,Single,Other
6161,F,43,Married,Other
6162,M,27,Married,Other
6163,M,27,Married,Other
6164,F,27,Single,Hospitality
6165,M,29,Married,Sales
6166,F,44,Married,Other
6167,F,44,Married,Other
6168,M,42,Unspecified,Other
6169,M,23,Single,Retail
6170,M,40,Married,Other
6171,M,40,Married,Other
6172,M,44,Married,Other
6173,F,48,Married,Other
6174,F,21,Married,Retail
6175,M,25,Single,Trades
6176,M,25,Single,Trades
6177,M,22,Single,Other
6178,M,21,Single,Executive
6179,M,21,Single,Executive
6180,M,38,Married,Sales
6181,M,38,Married,Sales
6182,F,30,Married,Executive
6183,F,30,Married,Executive
6184,F,30,Married,Executive
6185,M,25,Married,Other
6186,M,38,Married,Professional
6187,M,19,Single,Student
6188,M,24,Single,Professional
6189,F,37,Married,Other
6190,F,39,Single,Professional
6191,M,50,Unspecified,Other
6192,M,50,Unspecified,Other
6193,M,28,Single,Other
6194,M,28,Single,Other
6195,F,29,Single,Other
6196,F,29,Single,Other
6197,M,29,Single,Other
6198,M,29,Single,Other
6199,F,28,Single,Professional
6200,F,49,Married,Other
6201,F,49,Married,Other
6202,F,49,Married,Other
6203,F,49,Married,Other
6204,F,49,Married,Other
6205,M,29,Married,Other
6206,M,29,Married,Other
6207,M,29,Married,Other
6208,M,29,Married,Other
6209,M,23,Single,Executive
6210,M,48,Married,Professional
6211,F,35,Single,Professional
6212,M,26,Single,Other
6213,M,26,Single,Other
6214,M,26,Single,Other
6215,M,52,Married,Professional
6216,M,52,Married,Professional
6217,F,25,Single,Professional
6218,F,31,Married,Other
6219,F,31,Married,Other
6220,F,31,Married,Other
6221,F,34,Married,Retail
6222,F,36,Married,Retail
6223,F,36,Married,Retail
6224,F,22,Single,Professional
6225,M,43,Single,Executive
6226,M,43,Single,Executive
6227,M,30,Married,Executive
6228,M,30,Married,Other
6229,F,46,Married,Other
6230,F,25,Married,Executive
6231,M,30,Married,Other
6232,M,29,Single,Other
6233,M,36,Single,Other
6234,F,24,Married,Retail
6235,M,38,Single,Other
6236,M,38,Single,Other
6237,M,38,Single,Other
6238,F,38,Single,Professional
6239,M,29,Single,Other
6240,M,50,Married,Retired
6241,F,29,Single,Retail
6242,M,19,Single,Student
6243,M,26,Single,Trades
6244,M,38,Married,Professional
6245,F,33,Married,Other
6246,M,30,Single,Professional
6247,M,30,Single,Professional
6248,M,30,Single,Professional
6249,M,21,Single,Student
6250,M,21,Single,Student
6251,M,29,Single,Other
6252,M,29,Single,Other
6253,F,33,Married,Hospitality
6254,F,33,Married,Hospitality
6255,F,33,Married,Hospitality
6256,F,35,Married,Other
6257,M,22,Single,Sales
6258,M,22,Single,Sales
6259,M,22,Single,Sales
6260,M,22,Single,Sales
6261,M,22,Single,Sales
6262,M,29,Married,Other
6263,M,29,Married,Other
6264,F,43,Married,Executive
6265,M,27,Single,Other
6266,M,27,Single,Other
6267,M,27,Single,Other
6268,M,24,Single,Sales
6269,F,42,Married,Other
6270,F,42,Married,Other
6271,F,40,Unspecified,Hospitality
6272,M,26,Single,Sales
6273,M,26,Single,Sales
6274,M,26,Single,Sales
6275,M,26,Single,Sales
6276,M,26,Single,Sales
6277,M,21,Single,Student
6278,M,21,Single,Student
6279,M,37,Married,Sales
6280,M,37,Married,Sales
6281,M,36,Married,Other
6282,F,39,Married,Other
6283,F,39,Married,Other
6284,F,54,Unspecified,Hospitality
6285,F,54,Unspecified,Hospitality
6286,F,22,Single,Retail
6287,M,18,Single,Student
6288,M,25,Single,Professional
6289,M,22,Single,Sales
6290,F,39,Married,Other
6291,F,20,Single,Other
6292,F,40,Unspecified,Hospitality
6293,M,34,Married,Other
6294,M,47,Married,Other
6295,M,47,Married,Other
6296,M,47,Married,Other
6297,M,43,Single,Sales
6298,M,20,Single,Trades
6299,M,21,Single,Other
6300,M,39,Married,Executive
6301,F,40,Married,Sales
6302,F,37,Married,Other
6303,F,37,Married,Other
6304,F,37,Married,Other
6305,F,44,Married,Other
6306,F,44,Married,Other
6307,M,41,Married,Other
6308,M,39,Married,Sales
6309,F,44,Unspecified,Sales
6310,M,31,Single,Trades
6311,M,31,Single,Trades
6312,M,31,Single,Trades
6313,M,22,Single,Sales
6314,M,22,Single,Sales
6315,M,26,Single,Trades
6316,M,26,Single,Trades
6317,F,57,Married,Other
6318,F,57,Married,Other
6319,M,40,Married,Other
6320,M,40,Married,Other
6321,M,46,Married,Professional
6322,M,44,Married,Sales
6323,M,34,Married,Professional
6324,M,34,Married,Professional
6325,F,27,Single,Other
6326,F,36,Unspecified,Other
6327,F,36,Unspecified,Other
6328,M,53,Married,Other
6329,M,41,Single,Sales
6330,M,30,Married,Student
6331,M,30,Married,Student
6332,M,30,Married,Student
6333,M,30,Married,Student
6334,M,30,Married,Student
6335,F,31,Married,Professional
6336,F,39,Unspecified,Hospitality
6337,F,39,Unspecified,Hospitality
6338,M,30,Married,Trades
6339,F,25,Single,Other
6340,M,35,Married,Other
6341,F,21,Single,Other
6342,M,27,Single,Professional
6343,F,42,Married,Other
6344,M,22,Single,Sales
6345,M,22,Single,Sales
6346,M,23,Single,Trades
6347,M,23,Single,Trades
6348,F,45,Unspecified,Hospitality
6349,F,38,Married,Professional
6350,M,34,Married,Other
6351,M,34,Married,Other
6352,M,19,Single,Trades
6353,M,35,Married,Executive
6354,M,35,Married,Executive
6355,M,35,Married,Executive
6356,F,26,Married,Sales
6357,M,34,Married,Other
6358,M,17,Single,Student
6359,M,27,Married,Professional
6360,M,27,Married,Professional
6361,M,51,Unspecified,Other
6362,M,51,Unspecified,Other
6363,F,38,Single,Other
6364,M,19,Single,Other
6365,M,19,Single,Other
6366,M,19,Single,Other
6367,M,40,Married,Other
6368,M,40,Married,Other
6369,M,29,Single,Trades
6370,F,20,Single,Student
6371,F,27,Single,Professional
6372,M,27,Single,Trades
6373,M,27,Single,Trades
6374,M,27,Single,Trades
6375,F,37,Married,Executive
6376,M,49,Married,Other
6377,M,49,Married,Other
6378,F,41,Married,Sales
6379,F,46,Unspecified,Hospitality
6380,F,46,Unspecified,Hospitality
6381,F,46,Unspecified,Hospitality
6382,M,38,Single,Other
6383,M,38,Single,Other
6384,M,38,Single,Other
6385,M,22,Single,Other
6386,M,25,Married,Other
6387,M,25,Married,Other
6388,M,27,Married,Other
6389,M,22,Unspecified,Other
6390,F,35,Married,Other
6391,F,35,Married,Other
6392,M,29,Single,Other
6393,M,34,Married,Other
6394,M,34,Married,Other
6395,M,34,Married,Other
6396,M,43,Married,Other
6397,M,43,Married,Other
6398,M,43,Married,Other
6399,M,43,Married,Other
6400,F,49,Married,Professional
6401,F,19,Single,Retail
6402,F,24,Single,Sales
6403,M,21,Single,Sales
6404,F,25,Single,Retail
6405,F,34,Married,Other
6406,F,34,Married,Other
6407,F,30,Married,Other
6408,F,30,Married,Other
6409,F,30,Married,Other
6410,F,26,Single,Other
6411,F,26,Single,Other
6412,F,26,Single,Other
6413,M,22,Single,Other
6414,F,53,Unspecified,Sales
6415,F,28,Single,Other
6416,M,24,Single,Professional
6417,M,31,Married,Other
6418,F,25,Single,Hospitality
6419,F,25,Single,Hospitality
6420,F,31,Married,Executive
6421,F,31,Married,Executive
6422,M,24,Single,Sales
6423,M,21,Single,Professional
6424,M,21,Single,Professional
6425,F,26,Single,Student
6426,F,26,Single,Student
6427,F,23,Single,Other
6428,M,25,Single,Trades
6429,M,25,Single,Trades
6430,F,21,Single,Professional
6431,F,59,Unspecified,Hospitality
6432,F,59,Unspecified,Hospitality
6433,F,59,Unspecified,Hospitality
6434,F,59,Unspecified,Hospitality
6435,F,37,Married,Other
6436,M,20,Single,Professional
6437,M,20,Single,Professional
6438,M,20,Single,Sales
6439,F,38,Married,Retail
6440,F,38,Married,Retail
6441,M,32,Single,Professional
6442,M,32,Single,Professional
6443,M,32,Single,Professional
6444,M,39,Married,Sales
6445,M,39,Married,Sales
6446,M,39,Married,Sales
6447,F,43,Married,Other
6448,F,43,Married,Other
6449,F,43,Married,Other
6450,M,33,Married,Executive
6451,F,22,Single,Professional
6452,F,22,Single,Professional
6453,F,38,Married,Professional
6454,F,38,Married,Professional
6455,F,33,Married,Professional
6456,F,23,Single,Professional
6457,M,41,Married,Other
6458,M,41,Married,Other
6459,F,38,Single,Other
6460,F,27,Single,Other
6461,F,27,Single,Other
6462,F,27,Single,Other
6463,F,25,Single,Other
6464,F,25,Single,Other
6465,M,31,Single,Other
6466,F,68,Married,Retired
6467,M,29,Married,Sales
6468,M,29,Married,Sales
6469,M,29,Married,Sales
6470,F,44,Unspecified,Hospitality
6471,F,44,Unspecified,Hospitality
6472,M,33,Married,Other
6473,M,38,Married,Other
6474,F,27,Single,Other
6475,F,25,Single,Professional
6476,M,42,Married,Professional
6477,M,19,Single,Trades
6478,M,19,Single,Trades
6479,F,24,Single,Student
6480,F,24,Single,Student
6481,F,24,Single,Student
6482,F,36,Married,Other
6483,F,36,Married,Other
6484,F,36,Married,Other
6485,F,68,Married,Other
6486,F,26,Single,Other
6487,F,38,Married,Other
6488,M,26,Single,Trades
6489,M,26,Single,Trades
6490,F,48,Married,Hospitality
6491,F,48,Married,Hospitality
6492,M,21,Single,Sales
6493,M,21,Single,Sales
6494,M,21,Single,Sales
6495,M,21,Single,Sales
6496,M,23,Single,Other
6497,F,23,Single,Other
6498,M,28,Single,Trades
6499,M,28,Single,Trades
6500,F,44,Married,Professional
6501,F,48,Married,Other
6502,F,48,Married,Other
6503,M,26,Single,Professional
6504,F,35,Married,Executive
6505,M,30,Single,Professional
6506,M,30,Single,Professional
6507,M,35,Married,Other
6508,M,35,Married,Other
6509,F,47,Married,Executive
6510,F,47,Married,Executive
6511,F,21,Single,Student
6512,F,21,Single,Student
6513,M,46,Married,Professional
6514,F,34,Married,Professional
6515,F,34,Married,Professional
6516,F,34,Married,Professional
6517,F,29,Single,Retail
6518,F,29,Single,Retail
6519,M,30,Married,Executive
6520,M,30,Married,Executive
6521,F,44,Married,Hospitality
6522,F,44,Married,Hospitality
6523,F,19,Single,Other
6524,F,46,Married,Other
6525,F,24,Single,Student
6526,F,25,Single,Retail
6527,F,44,Married,Other
6528,F,19,Single,Retail
6529,M,20,Single,Professional
6530,F,44,Married,Other
6531,M,43,Married,Other
6532,M,43,Married,Other
6533,F,30,Married,Other
6534,F,30,Married,Other
6535,M,48,Married,Retired
6536,M,48,Married,Retired
6537,F,22,Married,Retail
6538,F,22,Married,Retail
6539,F,24,Single,Other
6540,F,40,Married,Other
6541,F,45,Married,Hospitality
6542,F,45,Married,Hospitality
6543,F,45,Married,Hospitality
6544,F,37,Married,Sales
6545,F,51,Married,Other
6546,F,51,Married,Other
6547,M,20,Single,Other
6548,F,38,Married,Other
6549,F,38,Married,Other
6550,M,39,Married,Executive
6551,M,37,Single,Other
6552,M,37,Single,Other
6553,M,37,Single,Other
6554,M,37,Single,Other
6555,F,30,Married,Executive
6556,F,48,Married,Other
6557,F,48,Married,Other
6558,M,42,Married,Other
6559,M,42,Married,Other
6560,F,56,Married,Other
6561,F,56,Married,Other
6562,F,35,Married,Executive
6563,F,35,Married,Executive
6564,F,35,Married,Executive
6565,F,35,Married,Executive
6566,F,38,Married,Professional
6567,F,38,Married,Professional
6568,F,43,Married,Executive
6569,M,25,Single,Trades
6570,M,25,Single,Trades
6571,F,52,Married,Other
6572,M,19,Single,Sales
6573,M,19,Single,Sales
6574,M,19,Single,Sales
6575,M,19,Single,Sales
6576,M,19,Single,Sales
6577,M,31,Married,Other
6578,F,37,Married,Executive
6579,F,37,Married,Executive
6580,F,32,Married,Hospitality
6581,F,33,Married,Other
6582,M,41,Single,Other
6583,M,41,Single,Other
6584,M,35,Single,Sales
6585,M,42,Married,Sales
6586,M,20,Single,Sales
6587,F,46,Married,Other
6588,F,46,Married,Other
6589,F,46,Married,Other
6590,F,18,Single,Retail
6591,F,46,Married,Executive
6592,F,20,Married,Retail
6593,F,20,Married,Retail
6594,M,35,Single,Other
6595,F,32,Single,Retail
6596,F,32,Single,Retail
6597,F,25,Single,Sales
6598,F,25,Single,Other
6599,F,23,Single,Professional
6600,M,36,Married,Sales
6601,F,49,Married,Executive
6602,F,49,Married,Executive
6603,M,42,Married,Executive
6604,M,28,Single,Trades
6605,F,26,Single,Retail
6606,F,27,Single,Other
6607,M,48,Married,Other
6608,F,46,Married,Other
6609,F,35,Married,Executive
6610,M,52,Married,Other
6611,M,32,Married,Sales
6612,M,32,Married,Sales
6613,F,35,Unspecified,Hospitality
6614,F,35,Unspecified,Hospitality
6615,M,24,Single,Retail
6616,F,27,Married,Other
6617,F,27,Married,Other
6618,F,36,Unspecified,Hospitality
6619,M,21,Single,Student
6620,F,22,Single,Sales
6621,F,34,Unspecified,Sales
6622,F,28,Single,Other
6623,F,28,Single,Other
6624,F,28,Single,Other
6625,M,42,Married,Trades
6626,M,42,Married,Trades
6627,M,42,Married,Trades
6628,M,23,Single,Professional
6629,M,23,Single,Professional
6630,M,28,Single,Other
6631,M,28,Single,Other
6632,M,31,Single,Professional
6633,F,21,Single,Other
6634,F,21,Single,Other
6635,M,28,Single,Trades
6636,M,28,Single,Trades
6637,F,32,Married,Other
6638,M,38,Married,Executive
6639,M,38,Married,Executive
6640,F,38,Married,Other
6641,M,31,Married,Other
6642,F,35,Married,Sales
6643,F,34,Married,Professional
6644,M,33,Married,Executive
6645,F,49,Married,Sales
6646,M,23,Single,Other
6647,M,23,Single,Other
6648,M,28,Single,Professional
6649,M,41,Married,Trades
6650,F,32,Married,Other
6651,F,53,Married,Other
6652,F,53,Married,Other
6653,F,46,Married,Executive
6654,F,46,Married,Executive
6655,M,33,Single,Professional
6656,M,33,Single,Professional
6657,M,30,Single,Trades
6658,M,30,Single,Trades
6659,M,30,Single,Trades
6660,M,30,Single,Trades
6661,M,39,Married,Other
6662,F,38,Single,Other
6663,F,38,Married,Professional
6664,F,38,Married,Professional
6665,F,38,Married,Professional
6666,F,38,Married,Professional
6667,F,38,Married,Professional
6668,M,20,Single,Sales
6669,M,20,Single,Sales
6670,F,27,Single,Hospitality
6671,F,23,Single,Other
6672,M,23,Single,Student
6673,M,23,Single,Student
6674,M,39,Married,Other
6675,M,35,Married,Sales
6676,M,29,Unspecified,Sales
6677,M,29,Unspecified,Sales
6678,M,29,Unspecified,Sales
6679,M,25,Single,Sales
6680,M,21,Single,Sales
6681,M,21,Single,Sales
6682,M,30,Married,Executive
6683,M,30,Married,Executive
6684,M,32,Married,Other
6685,M,31,Married,Executive
6686,F,20,Single,Student
6687,M,29,Married,Executive
6688,M,29,Married,Executive
6689,F,33,Married,Other
6690,F,33,Married,Other
6691,M,42,Unspecified,Other
6692,F,28,Married,Sales
6693,F,23,Single,Other
6694,M,30,Married,Executive
6695,F,18,Single,Other
6696,F,21,Single,Retail
6697,F,22,Single,Student
6698,M,35,Married,Other
6699,F,20,Single,Other
6700,F,49,Married,Executive
6701,M,33,Married,Executive
6702,F,24,Single,Retail
6703,F,24,Single,Retail
6704,F,59,Married,Other
6705,F,59,Married,Other
6706,M,40,Single,Executive
6707,M,40,Single,Executive
6708,M,40,Single,Executive
6709,M,40,Single,Executive
6710,M,40,Single,Executive
6711,M,23,Single,Sales
6712,M,23,Single,Sales
6713,M,21,Single,Other
6714,M,21,Single,Other
6715,F,26,Single,Retail
6716,M,44,Married,Other
6717,M,32,Single,Professional
6718,F,41,Married,Other
6719,F,41,Married,Other
6720,M,44,Married,Sales
6721,M,44,Married,Sales
6722,M,44,Married,Sales
6723,M,35,Married,Executive
6724,F,44,Married,Other
6725,M,26,Single,Other
6726,M,26,Single,Other
6727,M,27,Single,Sales
6728,M,37,Unspecified,Sales
6729,F,27,Married,Other
6730,F,40,Married,Retail
6731,F,40,Married,Retail
6732,M,51,Married,Other
6733,M,51,Married,Other
6734,M,51,Married,Other
6735,F,42,Married,Other
6736,F,59,Married,Other
6737,F,25,Married,Sales
6738,F,39,Married,Other
6739,M,26,Married,Sales
6740,M,26,Married,Sales
6741,M,41,Married,Trades
6742,M,31,Single,Professional
6743,M,31,Single,Professional
6744,M,39,Married,Trades
6745,M,39,Married,Trades
6746,M,39,Married,Trades
6747,M,39,Married,Trades
6748,M,19,Single,Student
6749,M,19,Single,Student
6750,F,53,Unspecified,Sales
6751,F,19,Single,Other
6752,F,19,Single,Other
6753,F,19,Single,Other
6754,F,19,Single,Other
6755,M,39,Married,Trades
6756,M,39,Married,Trades
6757,F,25,Married,Retail
6758,F,25,Married,Retail
6759,F,38,Unspecified,Hospitality
6760,F,38,Unspecified,Hospitality
6761,F,38,Unspecified,Hospitality
6762,F,38,Unspecified,Hospitality
6763,F,22,Single,Professional
6764,F,22,Single,Professional
6765,F,22,Single,Professional
6766,F,42,Married,Other
6767,F,42,Married,Other
6768,M,41,Married,Other
6769,M,41,Married,Other
6770,M,41,Married,Other
6771,F,24,Single,Professional
6772,F,24,Single,Other
6773,F,27,Single,Sales
6774,F,44,Married,Sales
6775,M,43,Married,Other
6776,M,43,Married,Other
6777,M,43,Married,Other
6778,M,27,Single,Trades
6779,F,24,Single,Professional
6780,M,41,Married,Executive
6781,M,23,Single,Other
6782,F,43,Married,Sales
6783,F,23,Single,Professional
6784,F,37,Unspecified,Hospitality
6785,F,37,Unspecified,Hospitality
6786,F,37,Unspecified,Hospitality
6787,M,21,Single,Student
6788,F,27,Single,Sales
6789,M,31,Single,Trades
6790,M,21,Single,Retail
6791,F,49,Unspecified,Hospitality
6792,F,49,Unspecified,Hospitality
6793,F,49,Unspecified,Hospitality
6794,F,33,Married,Executive
6795,F,47,Unspecified,Hospitality
6796,F,47,Unspecified,Hospitality
6797,F,47,Unspecified,Hospitality
6798,F,47,Unspecified,Hospitality
6799,M,31,Married,Other
6800,M,31,Married,Other
6801,M,31,Married,Other
6802,M,31,Married,Other
6803,M,31,Married,Other
6804,M,21,Single,Trades
6805,M,21,Single,Trades
6806,M,29,Married,Other
6807,M,29,Married,Other
6808,F,64,Married,Retired
6809,F,47,Married,Other
6810,F,47,Married,Other
6811,F,47,Married,Other
6812,F,45,Married,Other
6813,F,37,Married,Executive
6814,M,36,Married,Trades
6815,F,38,Married,Executive
6816,M,43,Married,Sales
6817,F,21,Single,Professional
6818,F,42,Married,Other
6819,F,26,Married,Retail
6820,F,67,Married,Other
6821,F,67,Married,Other
6822,M,31,Married,Trades
6823,F,43,Unspecified,Hospitality
6824,F,43,Unspecified,Hospitality
6825,M,36,Single,Other
6826,M,36,Single,Other
6827,M,36,Single,Other
6828,F,27,Single,Professional
6829,F,27,Single,Sales
6830,M,43,Single,Executive
6831,M,43,Single,Executive
6832,F,26,Single,Sales
6833,F,35,Married,Other
6834,F,35,Married,Other
6835,M,35,Married,Trades
6836,F,50,Married,Other
6837,F,50,Married,Other
6838,M,32,Single,Trades
6839,M,32,Single,Trades
6840,M,32,Single,Trades
6841,M,22,Single,Professional
6842,M,22,Single,Professional
6843,M,22,Single,Professional
6844,F,23,Single,Professional
6845,F,23,Single,Professional
6846,M,26,Single,Trades
6847,M,26,Single,Trades
6848,M,23,Single,Student
6849,M,23,Single,Student
6850,F,20,Single,Retail
6851,M,33,Single,Professional
6852,M,58,Married,Other
6853,M,58,Married,Other
6854,M,58,Married,Other
6855,F,27,Single,Retail
6856,F,25,Single,Retail
6857,F,29,Single,Other
6858,M,25,Single,Other
6859,M,25,Single,Other
6860,F,55,Married,Other
6861,F,55,Married,Other
6862,F,45,Married,Executive
6863,F,45,Married,Executive
6864,M,42,Single,Professional
6865,M,42,Single,Professional
6866,M,42,Single,Professional
6867,M,42,Single,Professional
6868,M,42,Single,Professional
6869,M,23,Single,Trades
6870,F,25,Single,Retail
6871,M,40,Married,Other
6872,M,33,Unspecified,Professional
6873,F,34,Married,Executive
6874,M,30,Married,Sales
6875,F,40,Married,Other
6876,F,19,Single,Sales
6877,F,33,Married,Other
6878,F,39,Married,Executive
6879,F,26,Married,Executive
6880,M,35,Single,Professional
6881,F,34,Married,Executive
6882,M,38,Married,Sales
